title,genre,subgenre,vocal_gender,mood,target_bpm,energy_score,activity_fit,hook_timing,style_influence,weirdness,minimum_duration_seconds,vocals_required,similarity_cluster,suno_prompt,status
Loud Trouble,Female Mainstream Pop,Bubblegum Pop,female,celebratory,124,6,dance floor,0:06,72,50,121,TRUE,femal-c20,"Bubblegum Pop, celebratory female lead vocal, double-tracked hook stack; 124 BPM; production: shimmering synth stacks, FM synth bell, vocal chops topline; theme: main character energy; hook at 0:06 (earworm vowel-loop hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream female mainstream pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Hollywood Drama,Female Mainstream Pop,Y2K-Inspired Pop,female,confident,118,8,pop radio drive,0:04,68,42,201,TRUE,femal-c20,"Y2K-Inspired Pop, confident female lead vocal, intimate close-mic to belted release; 118 BPM; production: claps and snaps, vocal chops topline, tight pop guitar; theme: main character energy; hook at 0:04 (single-line repeatable hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream female mainstream pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Diamond Tonight,Female Mainstream Pop,Y2K-Inspired Pop,female,hopeful,100,7,main character moment,0:06,77,40,171,TRUE,femal-c20,"Y2K-Inspired Pop, hopeful female lead vocal, anthemic stadium delivery; 100 BPM; production: vocal chops topline, FM synth bell, sidechain pulse; theme: best friend nights; hook at 0:06 (single-line repeatable hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream female mainstream pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Cherry Mood III,Female Mainstream Pop,Glossy Radio Pop,female,celebratory,126,8,main character moment,0:04,65,52,182,TRUE,femal-c20,"Glossy Radio Pop, celebratory female lead vocal, bright belted chorus; 126 BPM; production: claps and snaps, sidechain pulse, filtered build-up; theme: owning the room; hook at 0:04 (title-as-hook payoff); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream female mainstream pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Static Funeral (feat. The Night),Dark Female Alt Pop,Witchy Alt-Pop,female,yearning,95,3,after-hours bath,0:08,70,41,126,TRUE,dark-c01,"Witchy Alt-Pop, yearning female lead vocal, dreamy detached delivery; 95 BPM; production: icy bell tones, distant gated drums, reversed vocal swells; theme: soft villain era; hook at 0:08 (name-drop hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Petal Halo,Dark Female Alt Pop,Witchy Alt-Pop,female,obsessive,94,5,candlelight ride,0:12,77,46,160,TRUE,dark-c01,"Witchy Alt-Pop, obsessive female lead vocal, whispery breath-close vocal; 94 BPM; production: reversed vocal swells, tape-saturated synths, industrial percussion; theme: watching him from outside; hook at 0:12 (single-line repeatable hook); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Lonely Letter,Dark Female Alt Pop,Noir Pop,female,seductive,112,4,3am headphone listen,0:14,77,41,131,TRUE,dark-c01,"Noir Pop, seductive female lead vocal, spoken-word into sung hook; 112 BPM; production: filtered breath fx, harp glissando, reversed vocal swells; theme: burn it down quietly; hook at 0:14 (echoed call-and-response hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Burned Funeral Pt. 2,Dark Female Alt Pop,Cinematic Dark Pop,female,fragile,76,6,3am headphone listen,0:08,75,46,193,TRUE,dark-c01,"Cinematic Dark Pop, fragile female lead vocal, whispery breath-close vocal; 76 BPM; production: tape-saturated synths, distant gated drums, harp glissando; theme: I miss being numb; hook at 0:08 (title-as-hook payoff); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sad Roses (feat. The Night),Dark Female Alt Pop,Noir Pop,female,vindictive,84,4,rain-on-glass mood,0:14,73,43,134,TRUE,dark-c01,"Noir Pop, vindictive female lead vocal, whispery breath-close vocal; 84 BPM; production: tape-saturated synths, filtered breath fx, sub-heavy ambient pads; theme: he never knew; hook at 0:14 (title-as-hook payoff); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sour Funeral Reprise,Dark Female Alt Pop,Whispery Alt-Pop,female,yearning,111,4,solo apartment night,0:10,69,41,149,TRUE,dark-c01,"Whispery Alt-Pop, yearning female lead vocal, dreamy detached delivery; 111 BPM; production: icy bell tones, vinyl noise floor, warped piano; theme: the prettiest goodbye; hook at 0:10 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Static Funeral III,Dark Female Alt Pop,Bedroom Alt-Pop,female,vengeful,86,6,candlelight ride,0:12,72,53,108,TRUE,dark-c01,"Bedroom Alt-Pop, vengeful female lead vocal, airy head-voice float; 86 BPM; production: vinyl noise floor, warped piano, harp glissando; theme: the prettiest goodbye; hook at 0:12 (phone-number style chant); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Static Saint,Dark Female Alt Pop,Bedroom Alt-Pop,female,obsessive,109,4,moody car ride,0:10,66,43,107,TRUE,dark-c01,"Bedroom Alt-Pop, obsessive female lead vocal, hushed double-tracked harmony; 109 BPM; production: distant gated drums, industrial percussion, vinyl noise floor; theme: icy revenge fantasy; hook at 0:10 (single-line repeatable hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Silk Confession,Dark Female Alt Pop,Whispery Alt-Pop,female,icy,80,6,3am headphone listen,0:12,74,55,205,TRUE,dark-c01,"Whispery Alt-Pop, icy female lead vocal, spoken-word into sung hook; 80 BPM; production: warped piano, filtered breath fx, icy bell tones; theme: self-destruct ritual; hook at 0:12 (melodic ad-lib hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Silk Saint,Dark Female Alt Pop,Whispery Alt-Pop,female,vindictive,105,6,solo apartment night,0:12,80,53,120,TRUE,dark-c01,"Whispery Alt-Pop, vindictive female lead vocal, dreamy detached delivery; 105 BPM; production: reversed vocal swells, filtered breath fx, tape-saturated synths; theme: ghost girl confession; hook at 0:12 (two-word chant hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Holy Lover (feat. The Night),Dark Female Alt Pop,Goth Pop,female,vindictive,103,4,candlelight ride,0:08,67,55,132,TRUE,dark-c02,"Goth Pop, vindictive female lead vocal, airy head-voice float; 103 BPM; production: reversed vocal swells, industrial percussion, warped piano; theme: the version of me he killed; hook at 0:08 (pre-chorus build into anthemic hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sad Ghost (feat. The Night),Dark Female Alt Pop,Witchy Alt-Pop,female,icy,105,6,moody car ride,0:12,77,40,197,TRUE,dark-c02,"Witchy Alt-Pop, icy female lead vocal, raw close-mic emotional; 105 BPM; production: distant gated drums, reversed vocal swells, icy bell tones; theme: the prettiest goodbye; hook at 0:12 (two-word chant hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Silk Confession (feat. The Night),Dark Female Alt Pop,Whispery Alt-Pop,female,wounded,102,3,rain-on-glass mood,0:12,72,54,164,TRUE,dark-c02,"Whispery Alt-Pop, wounded female lead vocal, airy head-voice float; 102 BPM; production: vinyl noise floor, icy bell tones, distant gated drums; theme: loving the wrong one again; hook at 0:12 (name-drop hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Mirror Hour,Dark Female Alt Pop,Whispery Alt-Pop,female,vindictive,85,5,solo apartment night,0:12,66,41,147,TRUE,dark-c02,"Whispery Alt-Pop, vindictive female lead vocal, dreamy detached delivery; 85 BPM; production: warped piano, cinematic string ostinato, filtered breath fx; theme: I miss being numb; hook at 0:12 (two-word chant hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Razor Smoke,Dark Female Alt Pop,Cinematic Dark Pop,female,vindictive,107,6,after-hours bath,0:10,68,40,159,TRUE,dark-c02,"Cinematic Dark Pop, vindictive female lead vocal, dreamy detached delivery; 107 BPM; production: tape-saturated synths, vinyl noise floor, industrial percussion; theme: burn it down quietly; hook at 0:10 (name-drop hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Cold Funeral,Dark Female Alt Pop,Noir Pop,female,smolder,86,6,3am headphone listen,0:08,65,41,101,TRUE,dark-c02,"Noir Pop, smolder female lead vocal, dreamy detached delivery; 86 BPM; production: drowned reverb space, sub-heavy ambient pads, vinyl noise floor; theme: the prettiest goodbye; hook at 0:08 (two-word chant hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream dark female alt pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
